Order_ID,Customer_Name,Product,Category,Quantity,Price,Order_Date,City,Sales
ORD-0539,Pooja Verma,Science Textbook,Food,1,394.07,2023-06-01,Jaipur,394.07
ORD-0544,Ananya Kapoor,Rug,Home Decor,2,3154.53,2023-08-20,Mumbai,6309.06
ORD-0826,Neha Bose,Laptop,Electronics,6,4809.266250000001,2023-11-12,Unknown City,28855.6
ORD-0429,Arjun Agarwal,Lamp,Home Decor,3,1146.33,2023-04-21,Ahmedabad,3438.99
ORD-0310,Rajesh Sharma,Laptop,Electronics,5,4809.266250000001,2023-01-07,Ahmedabad,24046.33
ORD-0006,Pooja Patel,Cookies,Food,7,775.56,2023-10-20,Hyderabad,5428.92
ORD-0789,Neha Patel,Handbag,Clothing,8,1977.2,2023-04-24,Jaipur,15817.6
ORD-0105,Anjali Nair,Biscuits,Food,4,89.78,2023-09-29,Delhi,359.12
ORD-0098,Rajesh Chopra,Chocolate,Food,6,146.74,2023-01-03,Surat,880.44
ORD-0297,Aarav Shah,Dress,Electronics,4,1621.5,2023-01-15,Pune,6486.0
ORD-0409,Rajesh Patel,Sneakers,Clothing,5,3364.84,2023-07-01,Ahmedabad,16824.2
ORD-0446,Kiran Chopra,Sunglasses,Clothing,5,907.34,2023-09-13,Pune,4536.7
ORD-0904,Kiran Kapoor,Python Basics,Books,7,614.95,2023-12-17,Pune,4304.65
ORD-0282,Rahul Reddy,Protein Bar,Food,5,5.708500000000001,2023-12-23,Hyderabad,28.54
ORD-0267,Kiran Bose,Tea,Food,9,211.82,2023-06-25,Surat,1906.38
ORD-0740,Rajesh Kapoor,Science Textbook,Books,8,626.0,2023-02-24,Chennai,5008.0
ORD-0887,Manish Iyer,Photo Frame,Home Decor,8,418.33,2023-07-07,Chennai,3346.64
ORD-0535,Deepa Sharma,Lamp,Home Decor,6,1296.84,2023-05-09,Surat,7781.04
ORD-0433,Arjun Kumar,Ml Handbook,Books,2,724.83,2023-02-25,Jaipur,1449.66
ORD-0912,Arjun Kapoor,Vase,Home Decor,4,744.34,2023-10-17,Bangalore,2977.36
ORD-0657,Ananya Malhotra,Smart Watch,Electronics,4,4809.266250000001,2023-11-15,Delhi,19237.07
ORD-0119,Vikram Chopra,Handbag,Clothing,3,2235.54,2023-09-15,Pune,6706.62
ORD-0406,Shreya Singh,Protein Bar,Food,10,134.24,2023-04-24,Chennai,1342.4
ORD-0251,Neha Kumar,Camera,Electronics,3,4809.266250000001,2023-08-07,Surat,14427.8
ORD-0378,Kavya Iyer,Novel,Books,9,257.09,2023-01-01,Unknown City,2313.81
ORD-0616,Kavya Chopra,Jeans,Clothing,2,1351.51,2023-09-09,Pune,2703.02
ORD-0010,Aarav Chopra,Sneakers,Clothing,8,3187.27,2023-12-18,Hyderabad,25498.16
ORD-0358,Arjun Joshi,Rug,Home Decor,7,153.86,2023-05-01,Jaipur,1077.02
ORD-0197,Kavya Mehta,Ml Handbook,Books,10,747.45,2023-09-19,Bangalore,7474.5
ORD-0632,Divya Nair,Data Science Guide,Books,3,894.85,2023-10-02,Mumbai,2684.55
ORD-0082,Priya Joshi,Clock,Home Decor,5,1036.99,2023-05-21,Mumbai,5184.95
ORD-0527,Manish Rao,Biscuits,Food,10,77.96,2023-01-28,Delhi,779.6
ORD-0831,Anjali Chopra,Cookbook,Books,10,366.95,2023-03-20,Kolkata,3669.5
ORD-0906,Ravi Patel,Self Help Book,Books,4,447.12,2023-09-21,Jaipur,1788.48
ORD-0240,Pooja Kapoor,Biscuits,Food,7,72.25,2023-06-01,Mumbai,505.75
ORD-0324,Aarav Joshi,Mouse,Electronics,9,747.18,2023-02-18,Hyderabad,6724.62
ORD-0212,Anjali Sharma,Novel,Books,3,317.27,2023-07-29,Kolkata,951.81
ORD-0847,Kiran Verma,Sunglasses,Clothing,2,700.48,2023-03-10,Kolkata,1400.96
ORD-0549,Arjun Nair,Rug,Home Decor,8,3018.28,2023-04-25,Mumbai,24146.24
ORD-0498,Ravi Mishra,Wall Art,Home Decor,10,1309.98,2023-03-09,Jaipur,13099.8
ORD-0228,Ravi Patel,Laptop,Electronics,1,4809.266250000001,2023-10-21,Surat,4809.27
ORD-0892,Anjali Singh,Clock,Home Decor,3,1106.71,2023-03-10,Surat,3320.13
ORD-0815,Unknown Customer,Art Book,Books,1,611.03,2023-12-02,Jaipur,611.03
ORD-0829,Arjun Agarwal,Rug,Home Decor,10,3213.75,2023-12-22,Surat,32137.5
ORD-0178,Ananya Mehta,Sneakers,Clothing,8,2898.06,2023-03-20,Kolkata,23184.48
ORD-0975,Rajesh Kumar,T-Shirt,Clothing,7,429.68,2023-04-19,Unknown City,3007.76
ORD-0434,Anjali Nair,Biscuits,Food,8,3.5215000000000005,2023-08-01,Bangalore,28.17
ORD-0944,Kavya Kapoor,Honey,Food,5,329.68,2023-10-06,Hyderabad,1648.4
ORD-0517,Rajesh Rao,Keyboard,Electronics,9,1444.41,2023-12-12,Surat,12999.69
ORD-0351,Neha Pillai,Kurta,Clothing,1,800.75,2023-01-26,Kolkata,800.75
ORD-0519,Sneha Pillai,Art Book,Books,8,630.4,2023-05-27,Ahmedabad,5043.2
ORD-0008,Vikram Joshi,Cookies,Food,6,110.99,2023-06-25,Surat,665.94
ORD-0156,Vikram Rao,Sunglasses,Clothing,8,738.09,2023-11-24,Ahmedabad,5904.72
ORD-0945,Suresh Nair,Chips,Food,4,45.6,2023-10-19,Mumbai,182.4
ORD-0330,Arjun Nair,Juice,Food,8,55.46,2023-12-06,Delhi,443.68
ORD-0543,Neha Kumar,Dress,Clothing,5,1377.89,2023-07-03,Surat,6889.45
ORD-0440,Priya Gupta,Photo Frame,Home Decor,4,349.76,2023-08-19,Kolkata,1399.04
ORD-0810,Kiran Kumar,Juice,Food,9,53.04,2023-09-07,Bangalore,477.36
ORD-0901,Vikram Patel,Ml Handbook,Books,8,638.66,2023-12-06,Pune,5109.28
ORD-0371,Shreya Chopra,Ml Handbook,Books,10,616.16,2023-01-10,Jaipur,6161.6
ORD-0605,Amit Kapoor,Smartphone,Electronics,9,4809.266250000001,2023-12-30,Chennai,43283.4
ORD-0974,Pooja Mishra,Dress,Clothing,5,1371.72,2023-05-24,Bangalore,6858.6
ORD-0594,Anjali Iyer,Smartphone,Electronics,9,4809.266250000001,2023-08-08,Mumbai,43283.4
ORD-0877,Amit Reddy,Ml Handbook,Books,7,745.35,2023-10-30,Surat,5217.45
ORD-0555,Pooja Nair,Cushion,Home Decor,1,556.5,2023-12-23,Bangalore,556.5
ORD-0754,Kiran Singh,Chocolate,Food,3,142.57,2023-10-01,Mumbai,427.71
ORD-0874,Ananya Chopra,Camera,Electronics,2,4809.266250000001,2023-10-25,Bangalore,9618.53
ORD-0533,Sneha Singh,Smart Watch,Electronics,7,4809.266250000001,2023-05-27,Jaipur,33664.86
ORD-0867,Pooja Singh,Laptop,Electronics,8,4809.266250000001,2023-11-17,Unknown City,38474.13
ORD-0229,Pooja Sharma,Cookbook,Books,10,447.05,2023-12-09,Pune,4470.5
ORD-0391,Ananya Reddy,Plant Pot,Home Decor,2,401.5,2023-07-06,Hyderabad,803.0
ORD-0760,Vikram Gupta,Laptop,Electronics,2,4809.266250000001,2023-11-21,Mumbai,9618.53
ORD-0213,Vikram Kapoor,Science Textbook,Books,6,679.63,2023-06-01,Jaipur,4077.78
ORD-0080,Sneha Shah,Plant Pot,Home Decor,1,309.67,2023-01-03,Mumbai,309.67
ORD-0149,Sneha Malhotra,Self Help Book,Books,3,346.18,2023-03-28,Chennai,1038.54
ORD-0303,Pooja Iyer,Science Textbook,Books,5,657.92,2023-07-30,Surat,3289.6
ORD-0449,Priya Mishra,Data Science Guide,Books,6,770.3,2023-01-25,Jaipur,4621.8
ORD-0362,Shreya Rao,Speaker,Electronics,8,2607.47,2023-10-21,Kolkata,20859.76
ORD-0532,Rahul Mishra,Monitor,Electronics,1,4809.266250000001,2023-03-24,Chennai,4809.27
ORD-0530,Rahul Joshi,Clock,Home Decor,16,1109.42,2023-04-13,Chennai,17750.72
ORD-0044,Suresh Kapoor,Novel,Books,3,336.84,2023-03-02,Pune,1010.52
ORD-0674,Rahul Kumar,Cushion,Home Decor,8,503.68,2023-09-07,Hyderabad,4029.44
ORD-0134,Arjun Reddy,Protein Bar,Electronics,2,114.15,2023-03-10,Chennai,228.3
ORD-0576,Suresh Mishra,Protein Bar,Food,3,136.18,2023-11-28,Chennai,408.54
ORD-0312,Amit Bose,Jeans,Electronics,2,1048.24,2023-12-14,Delhi,2096.48
ORD-0635,Aarav Shah,Lamp,Home Decor,5,775.56,2023-06-28,Chennai,3877.8
ORD-0568,Kavya Joshi,Science Textbook,Books,9,637.81,2023-05-09,Hyderabad,5740.29
ORD-0821,Priya Rao,Clock,Home Decor,2,1090.86,2023-04-10,Surat,2181.72
ORD-0001,Sneha Sharma,Curtains,Home Decor,8,1924.72,2023-07-27,Surat,15397.76
ORD-0478,Vikram Nair,Shoes,Clothing,8,2540.39,2023-03-12,Surat,20323.12
ORD-0317,Suresh Kapoor,Clock,Home Decor,9,972.69,2023-12-09,Ahmedabad,8754.21
ORD-0738,Rahul Rao,Tablet,Electronics,3,4809.266250000001,2023-07-03,Mumbai,14427.8
ORD-0573,Priya Malhotra,Business Strategy,Books,6,484.48,2023-11-21,Bangalore,2906.88
ORD-0381,Divya Rao,Cookies,Electronics,3,88.54,2023-11-13,Jaipur,265.62
ORD-0973,Shreya Pillai,Lamp,Home Decor,8,1283.73,2023-11-26,Ahmedabad,10269.84
ORD-0962,Neha Shah,Novel,Books,9,309.28,2023-09-07,Surat,2783.52
ORD-0173,Deepa Singh,Curtains,Home Decor,10,2007.26,2023-03-05,Jaipur,20072.6
ORD-0126,Divya Sharma,T-Shirt,Clothing,1,489.07,2023-05-29,Ahmedabad,489.07
ORD-0667,Suresh Bose,Novel,Books,6,277.14,2023-05-25,Bangalore,1662.84
ORD-0835,Arjun Bose,Science Textbook,Books,8,649.68,2023-06-11,Bangalore,5197.44
ORD-0940,Arjun Shah,Sunglasses,Clothing,4,818.36,2023-11-21,Surat,3273.44
ORD-0091,Divya Mehta,Shoes,Clothing,1,2214.7,2023-08-11,Jaipur,2214.7
ORD-0979,Kavya Verma,Juice,Food,5,59.93,2023-07-05,Surat,299.65
ORD-0182,Priya Kumar,Dress,Clothing,3,1326.06,2023-11-19,Hyderabad,3978.18
ORD-0364,Vikram Shah,Spices,Food,4,152.05,2023-02-15,Pune,608.2
ORD-0275,Pooja Chopra,Kurta,Electronics,1,802.72,2023-12-20,Bangalore,802.72
ORD-0965,Amit Joshi,Sneakers,Clothing,9,2809.82,2023-01-04,Unknown City,25288.38
ORD-0070,Aarav Nair,Rug,Home Decor,5,3438.2,2023-06-11,Hyderabad,17191.0
ORD-0292,Pooja Patel,Vase,Home Decor,4,688.96,2023-04-03,Delhi,2755.84
ORD-0132,Manish Sharma,Science Textbook,Books,10,595.81,2023-08-11,Delhi,5958.1
ORD-0301,Anjali Iyer,Rug,Home Decor,6,2596.51,2023-09-07,Ahmedabad,15579.06
ORD-0606,Arjun Shah,Juice,Food,3,59.29,2023-03-21,Mumbai,177.87
ORD-0327,Anjali Verma,Wall Art,Home Decor,4,1524.46,2023-05-08,Ahmedabad,6097.84
ORD-0145,Kiran Kumar,Protein Bar,Food,5,112.25,2023-04-19,Kolkata,561.25
ORD-0899,Rahul Bose,Self Help Book,Books,4,341.56,2023-09-15,Delhi,1366.24
ORD-0570,Ravi Verma,Science Textbook,Electronics,9,4809.266250000001,2023-11-14,Hyderabad,43283.4
ORD-0669,Sneha Rao,Chocolate,Food,6,135.9,2023-09-22,Mumbai,815.4
ORD-0136,Shreya Verma,Vase,Home Decor,1,757.57,2023-09-08,Unknown City,757.57
ORD-0452,Rahul Joshi,Photo Frame,Home Decor,9,407.01,2023-10-27,Chennai,3663.09
ORD-0165,Kiran Nair,Self Help Book,Books,2,350.83,2023-12-01,Surat,701.66
ORD-0029,Priya Joshi,Sneakers,Clothing,3,3083.17,2023-12-15,Bangalore,9249.51
ORD-0588,Manish Sharma,Tea,Food,5,775.56,2023-04-06,Pune,3877.8
ORD-0194,Pooja Verma,Clock,Home Decor,9,1039.93,2023-03-12,Jaipur,9359.37
ORD-0430,Shreya Reddy,Business Strategy,Books,10,442.56,2023-08-23,Pune,4425.6
ORD-0666,Anjali Mishra,Tablet,Electronics,6,4809.266250000001,2023-10-04,Jaipur,28855.6
ORD-0987,Anjali Shah,Juice,Food,7,63.39,2023-09-04,Mumbai,443.73
ORD-0170,Divya Reddy,Smartphone,Electronics,2,4809.266250000001,2023-08-02,Pune,9618.53
ORD-0526,Suresh Chopra,Coffee,Food,2,396.24,2023-03-16,Kolkata,792.48
ORD-0141,Priya Patel,Saree,Clothing,8,3416.2,2023-01-10,Pune,27329.6
ORD-0174,Amit Nair,Smart Watch,Electronics,5,4809.266250000001,2023-10-08,Kolkata,24046.33
ORD-0007,Aarav Kumar,Shoes,Clothing,5,2168.56,2023-04-08,Jaipur,10842.8
ORD-0765,Unknown Customer,Curtains,Home Decor,3,1720.12,2023-07-11,Kolkata,5160.36
ORD-0520,Arjun Sharma,Clock,Home Decor,2,895.13,2023-08-05,Chennai,1790.26
ORD-0679,Divya Rao,Cookbook,Books,8,456.34,2023-06-14,Hyderabad,3650.72
ORD-0074,Ananya Mehta,Python Basics,Books,10,656.78,2023-06-20,Delhi,6567.8
ORD-0714,Pooja Iyer,Coffee,Food,2,389.42,2023-02-06,Jaipur,778.84
ORD-0676,Kavya Verma,Keyboard,Electronics,9,1717.07,2023-06-01,Bangalore,15453.63
ORD-0239,Amit Mehta,Handbag,Clothing,4,2087.28,2023-08-22,Bangalore,8349.12
ORD-0146,Neha Kumar,Art Book,Books,2,473.59,2023-01-12,Surat,947.18
ORD-0824,Amit Gupta,Kurta,Clothing,3,775.56,2023-08-19,Mumbai,2326.68
ORD-0235,Deepa Pillai,T-Shirt,Clothing,2,454.29,2023-02-21,Pune,908.58
ORD-0221,Ravi Patel,Smart Watch,Electronics,4,4809.266250000001,2023-06-19,Kolkata,19237.07
ORD-0689,Divya Shah,T-Shirt,Clothing,10,540.42,2023-04-18,Chennai,5404.2
ORD-0133,Manish Nair,Saree,Clothing,5,2657.88,2023-12-18,Delhi,13289.4
ORD-0458,Ravi Gupta,Kurta,Clothing,9,792.48,2023-03-30,Mumbai,7132.32
ORD-0685,Rajesh Pillai,Laptop,Electronics,8,4809.266250000001,2023-10-01,Ahmedabad,38474.13
ORD-0423,Vikram Mehta,Kurta,Electronics,2,701.89,2023-05-11,Chennai,1403.78
ORD-0186,Ravi Gupta,Science Textbook,Electronics,9,4809.266250000001,2023-12-05,Chennai,43283.4
ORD-0042,Suresh Patel,Ml Handbook,Books,3,698.99,2023-05-31,Surat,2096.97
ORD-0639,Priya Verma,Honey,Food,10,279.23,2023-06-19,Mumbai,2792.3
ORD-0109,Shreya Joshi,Honey,Food,6,275.59,2023-01-03,Jaipur,1653.54
ORD-0617,Kavya Patel,Science Textbook,Electronics,5,4809.266250000001,2023-10-21,Hyderabad,24046.33
ORD-0057,Shreya Kumar,Chocolate,Food,1,131.48,2023-07-15,Kolkata,131.48
ORD-0450,Suresh Agarwal,Smartphone,Electronics,8,4809.266250000001,2023-10-11,Hyderabad,38474.13
ORD-0774,Arjun Bose,Python Basics,Books,9,581.51,2023-11-02,Unknown City,5233.59
ORD-0590,Sneha Bose,Camera,Electronics,10,4809.266250000001,2023-09-21,Kolkata,48092.66
ORD-0896,Suresh Gupta,Keyboard,Electronics,7,1367.24,2023-02-16,Kolkata,9570.68
ORD-0436,Pooja Singh,History Book,Books,1,477.13,2023-11-21,Kolkata,477.13
ORD-0025,Unknown Customer,Mirror,Home Decor,7,1776.28,2023-03-07,Mumbai,12433.96
ORD-0811,Pooja Pillai,Lamp,Home Decor,5,1374.54,2023-06-19,Hyderabad,6872.7
ORD-0495,Manish Mehta,Cookbook,Books,9,395.64,2023-12-18,Mumbai,3560.76
ORD-0827,Priya Mishra,Sunglasses,Clothing,5,763.12,2023-12-04,Delhi,3815.6
ORD-0982,Pooja Pillai,Headphones,Electronics,7,3243.82,2023-12-05,Ahmedabad,22706.74
ORD-0929,Ravi Patel,Sunglasses,Clothing,8,832.03,2023-07-04,Jaipur,6656.24
ORD-0966,Shreya Sharma,Shoes,Clothing,9,47.835,2023-09-14,Hyderabad,430.52
ORD-0339,Rajesh Joshi,Clock,Home Decor,10,992.25,2023-11-26,Hyderabad,9922.5
ORD-0052,Divya Nair,Spices,Food,1,162.38,2023-08-30,Jaipur,162.38
ORD-0384,Ravi Joshi,Tablet,Electronics,8,4809.266250000001,2023-09-18,Surat,38474.13
ORD-0540,Anjali Pillai,Self Help Book,Books,7,355.5,2023-04-15,Hyderabad,2488.5
ORD-0992,Deepa Agarwal,Vase,Home Decor,7,846.73,2023-10-30,Pune,5927.11
ORD-0661,Arjun Pillai,Keyboard,Electronics,6,1435.24,2023-06-14,Delhi,8611.44
ORD-0964,Sneha Mehta,Cushion,Home Decor,8,483.39,2023-11-06,Delhi,3867.12
ORD-0265,Sneha Mishra,Kurta,Clothing,6,890.57,2023-02-17,Surat,5343.42
ORD-0955,Amit Kumar,Keyboard,Electronics,9,1463.45,2023-05-09,Hyderabad,13171.05
ORD-0742,Sneha Kapoor,Mouse,Electronics,6,752.33,2023-12-18,Hyderabad,4513.98
ORD-0713,Ravi Bose,Handbag,Clothing,9,1982.95,2023-10-13,Hyderabad,17846.55
ORD-0445,Manish Nair,Science Textbook,Clothing,5,875.07,2023-03-10,Ahmedabad,4375.35
ORD-0396,Divya Verma,Sunglasses,Clothing,9,903.38,2023-10-14,Bangalore,8130.42
ORD-0542,Neha Gupta,Data Science Guide,Books,10,825.48,2023-01-17,Chennai,8254.8
ORD-0496,Ananya Pillai,Camera,Electronics,5,4809.266250000001,2023-06-26,Pune,24046.33
ORD-0019,Rahul Kapoor,Biscuits,Food,1,78.37,2023-12-03,Bangalore,78.37
ORD-0747,Sneha Joshi,Saree,Clothing,2,2895.5,2023-08-13,Kolkata,5791.0
ORD-0523,Shreya Nair,Ml Handbook,Books,4,798.68,2023-02-24,Mumbai,3194.72
ORD-0595,Aarav Agarwal,Headphones,Electronics,1,3357.11,2023-05-23,Pune,3357.11
ORD-0480,Deepa Bose,History Book,Books,9,453.12,2023-11-05,Hyderabad,4078.08
ORD-0368,Aarav Pillai,Science Textbook,Books,6,729.04,2023-03-02,Hyderabad,4374.24
ORD-0084,Rahul Iyer,Mirror,Home Decor,4,1564.32,2023-03-28,Surat,6257.28
ORD-0062,Manish Agarwal,Kurta,Clothing,5,745.12,2023-03-19,Kolkata,3725.6
ORD-0484,Deepa Chopra,Python Basics,Books,5,622.96,2023-12-26,Jaipur,3114.8
ORD-0273,Suresh Bose,Photo Frame,Home Decor,2,444.05,2023-05-20,Hyderabad,888.1
ORD-0286,Amit Verma,Honey,Food,7,258.23,2023-08-02,Kolkata,1807.61
ORD-0361,Suresh Sharma,Coffee,Food,8,386.58,2023-08-16,Jaipur,3092.64
ORD-0355,Rajesh Nair,Chocolate,Food,9,130.68,2023-11-26,Mumbai,1176.12
ORD-0612,Priya Shah,Sneakers,Clothing,5,3269.47,2023-11-17,Pune,16347.35
ORD-0279,Ravi Pillai,Sunglasses,Clothing,8,848.47,2023-03-27,Ahmedabad,6787.76
ORD-0013,Arjun Malhotra,Spices,Food,9,164.96,2023-09-01,Ahmedabad,1484.64
ORD-0183,Pooja Nair,Cushion,Home Decor,8,563.7,2023-01-05,Surat,4509.6
ORD-0369,Vikram Kumar,Kurta,Clothing,10,726.99,2023-09-12,Ahmedabad,7269.9
ORD-0528,Shreya Chopra,Curtains,Home Decor,7,1864.04,2023-12-10,Ahmedabad,13048.28
ORD-0644,Rajesh Singh,T-Shirt,Clothing,4,474.12,2023-11-13,Hyderabad,1896.48
ORD-0224,Suresh Mishra,Science Textbook,Books,2,480.16,2023-01-07,Pune,960.32
ORD-0600,Sneha Verma,Camera,Electronics,10,775.56,2023-10-27,Mumbai,7755.6
ORD-0766,Ananya Rao,Laptop,Electronics,2,4809.266250000001,2023-01-06,Delhi,9618.53
ORD-0707,Unknown Customer,Sneakers,Electronics,5,2840.12,2023-01-20,Hyderabad,14200.6
ORD-0571,Sneha Patel,Novel,Books,4,301.26,2023-08-15,Bangalore,1205.04
ORD-0487,Anjali Singh,Cushion,Home Decor,1,431.82,2023-12-31,Pune,431.82
ORD-0466,Deepa Kapoor,Novel,Books,8,288.74,2023-09-16,Chennai,2309.92
ORD-0933,Amit Agarwal,Art Book,Books,5,629.93,2023-01-24,Surat,3149.65
ORD-0637,Suresh Sharma,Shoes,Clothing,5,2524.46,2023-04-20,Mumbai,12622.3
ORD-0177,Ravi Reddy,Sneakers,Clothing,2,3171.84,2023-12-26,Surat,6343.68
ORD-0696,Aarav Gupta,Lamp,Home Decor,7,1239.82,2023-04-16,Surat,8678.74
ORD-0656,Amit Nair,Cookbook,Books,4,355.31,2023-11-11,Chennai,1421.24
ORD-0614,Arjun Joshi,Shoes,Clothing,9,2186.32,2023-12-05,Bangalore,19676.88
ORD-0457,Kiran Bose,Photo Frame,Home Decor,1,341.36,2023-10-24,Bangalore,341.36
ORD-0545,Ananya Joshi,Mirror,Home Decor,2,1863.79,2023-02-22,Unknown City,3727.58
ORD-0394,Kavya Gupta,History Book,Books,5,487.32,2023-08-21,Delhi,2436.6
ORD-0164,Divya Mehta,Business Strategy,Books,10,505.37,2023-02-25,Pune,5053.7
ORD-0249,Arjun Mehta,Shoes,Clothing,4,2847.71,2023-12-13,Jaipur,11390.84
ORD-0663,Sneha Singh,Science Textbook,Electronics,8,4809.266250000001,2023-02-28,Kolkata,38474.13
ORD-0998,Suresh Malhotra,Sunglasses,Clothing,1,712.84,2023-01-23,Kolkata,712.84
ORD-0376,Manish Joshi,Chocolate,Food,6,141.85,2023-10-13,Jaipur,851.1
ORD-0413,Sneha Chopra,Mirror,Home Decor,2,2043.33,2023-09-25,Pune,4086.66
ORD-0075,Amit Shah,Juice,Food,9,63.72,2023-11-20,Chennai,573.48
ORD-0917,Pooja Kumar,Sneakers,Clothing,5,775.56,2023-01-21,Delhi,3877.8
ORD-0114,Pooja Bose,Saree,Clothing,9,3277.31,2023-06-26,Hyderabad,29495.79
ORD-0501,Deepa Reddy,Kurta,Clothing,3,847.56,2023-04-02,Chennai,2542.68
ORD-0586,Manish Chopra,Jacket,Clothing,7,1844.09,2023-12-16,Hyderabad,12908.63
ORD-0115,Priya Singh,Smart Watch,Electronics,10,775.56,2023-06-09,Surat,7755.6
ORD-0418,Arjun Reddy,Vase,Home Decor,10,758.88,2023-03-26,Delhi,7588.8
ORD-0090,Pooja Mehta,Shoes,Clothing,9,2479.16,2023-11-11,Surat,22312.44
ORD-0959,Rahul Chopra,Science Textbook,Food,5,89.99,2023-07-27,Bangalore,449.95
ORD-0902,Vikram Patel,Chips,Food,1,42.9,2023-05-03,Surat,42.9
ORD-0634,Aarav Verma,Cushion,Home Decor,4,504.82,2023-02-17,Ahmedabad,2019.28
ORD-0678,Rajesh Chopra,Coffee,Food,8,387.74,2023-04-09,Mumbai,3101.92
ORD-0012,Pooja Joshi,Business Strategy,Electronics,2,570.49,2023-11-23,Surat,1140.98
ORD-0397,Ravi Patel,Wall Art,Home Decor,3,1661.29,2023-11-14,Mumbai,4983.87
ORD-0558,Shreya Singh,Jacket,Clothing,5,1717.27,2023-12-07,Mumbai,8586.35
ORD-0043,Anjali Patel,Juice,Food,2,51.62,2023-08-26,Surat,103.24
ORD-0168,Kavya Reddy,Smart Watch,Electronics,5,4809.266250000001,2023-12-20,Jaipur,24046.33
ORD-0417,Manish Bose,Juice,Food,4,56.28,2023-01-24,Delhi,225.12
ORD-0788,Rahul Pillai,Handbag,Clothing,4,1940.51,2023-04-05,Ahmedabad,7762.04
ORD-0427,Rahul Gupta,Sunglasses,Clothing,10,785.97,2023-03-03,Delhi,7859.7
ORD-0918,Pooja Agarwal,Tea,Food,6,226.91,2023-04-23,Pune,1361.46
ORD-0715,Ananya Bose,Coffee,Food,3,381.86,2023-10-22,Jaipur,1145.58
ORD-0732,Manish Chopra,Juice,Food,7,65.66,2023-11-13,Hyderabad,459.62
ORD-0258,Anjali Iyer,Saree,Clothing,6,3176.43,2023-11-28,Mumbai,19058.58
ORD-0336,Deepa Malhotra,Laptop,Electronics,9,4809.266250000001,2023-11-10,Jaipur,43283.4
ORD-0016,Suresh Nair,Ml Handbook,Books,10,633.51,2023-09-17,Surat,6335.1
ORD-0658,Divya Rao,Business Strategy,Books,4,479.46,2023-05-05,Kolkata,1917.84
ORD-0325,Vikram Sharma,Ml Handbook,Books,6,795.52,2023-08-10,Mumbai,4773.12
ORD-0790,Anjali Bose,Speaker,Electronics,8,2835.46,2023-11-12,Kolkata,22683.68
ORD-0223,Pooja Shah,Art Book,Books,4,482.96,2023-01-02,Ahmedabad,1931.84
ORD-0180,Ravi Pillai,Art Book,Books,6,490.19,2023-12-22,Bangalore,2941.14
ORD-0100,Anjali Sharma,Honey,Food,5,264.71,2023-10-01,Chennai,1323.55
ORD-0522,Amit Kumar,Science Textbook,Books,6,626.77,2023-09-25,Delhi,3760.62
ORD-0023,Arjun Chopra,Laptop,Electronics,6,4809.266250000001,2023-02-19,Pune,28855.6
ORD-0357,Rahul Nair,Mirror,Home Decor,9,1544.32,2023-07-26,Bangalore,13898.88
ORD-0697,Ravi Reddy,Dress,Clothing,2,1404.88,2023-10-03,Hyderabad,2809.76
ORD-0897,Arjun Iyer,Smart Watch,Electronics,1,4809.266250000001,2023-07-23,Unknown City,4809.27
ORD-0341,Ananya Singh,Jeans,Clothing,7,1196.98,2023-09-16,Chennai,8378.86
ORD-0432,Deepa Reddy,Science Textbook,Electronics,3,2696.13,2023-06-23,Jaipur,8088.39
ORD-0577,Neha Mehta,Honey,Food,6,268.24,2023-07-08,Chennai,1609.44
ORD-0868,Deepa Joshi,Coffee,Food,5,775.56,2023-02-09,Delhi,3877.8
ORD-0204,Neha Rao,Sunglasses,Clothing,7,895.65,2023-04-12,Jaipur,6269.55
ORD-0737,Aarav Bose,Sunglasses,Clothing,4,774.19,2023-02-07,Pune,3096.76
ORD-0094,Kiran Bose,Handbag,Clothing,4,2036.77,2023-07-26,Ahmedabad,8147.08
ORD-0584,Arjun Kumar,Science Textbook,Books,8,616.61,2023-08-18,Jaipur,4932.88
ORD-0069,Neha Bose,Curtains,Home Decor,1,1744.73,2023-03-15,Ahmedabad,1744.73
ORD-0651,Pooja Singh,Saree,Clothing,8,2628.23,2023-12-09,Jaipur,21025.84
ORD-0285,Divya Kumar,Protein Bar,Food,4,122.82,2023-02-23,Mumbai,491.28
ORD-0837,Kiran Pillai,Plant Pot,Home Decor,6,393.56,2023-03-28,Ahmedabad,2361.36
ORD-0435,Rajesh Mehta,Chocolate,Food,5,131.28,2023-01-24,Surat,656.4
ORD-0154,Rajesh Pillai,Protein Bar,Food,16,119.62,2023-01-20,Bangalore,1913.92
ORD-0076,Neha Chopra,Speaker,Electronics,7,2671.76,2023-04-01,Bangalore,18702.32
ORD-0762,Rahul Gupta,Dress,Clothing,2,1415.27,2023-06-02,Kolkata,2830.54
ORD-0447,Shreya Bose,Monitor,Electronics,6,4809.266250000001,2023-01-03,Mumbai,28855.6
ORD-0189,Aarav Singh,Sunglasses,Clothing,4,807.12,2023-09-24,Ahmedabad,3228.48
ORD-0272,Divya Agarwal,Headphones,Electronics,5,3279.1,2023-08-22,Unknown City,16395.5
ORD-0237,Suresh Kapoor,Handbag,Clothing,4,1868.46,2023-11-26,Surat,7473.84
ORD-0488,Arjun Singh,Wall Art,Home Decor,1,1401.43,2023-10-11,Surat,1401.43
