Order_ID,Customer_Name,Product,Category,Quantity,Price,Order_Date,City
ORD-0251,Neha Kumar,CAMERA,Electronics,3.0,32841.71,2023-08-07,surat
ORD-0378,Kavya Iyer,Novel,Books,9.0,257.09,2023-01-01,
ORD-0616,Kavya Chopra,Jeans,Clothing,2.0,1351.51,2023-09-09,Pune
ORD-0010,Aarav Chopra,Sneakers,Clothing,8.0,3187.27,2023-12-18,Hyderabad
ORD-0358,Arjun Joshi,Rug,Home Decor,7.0,153.86,2023-05-01,Jaipur
ORD-0197,Kavya Mehta,ML HANDBOOK,Books,10.0,747.45,2023-09-19,Bengaluru
ORD-0632,Divya Nair,Data Science Guide,Books,3.0,894.85,2023-10-02,MumbAI
ORD-0082,Priya Joshi,Clock,Home Decor,,1036.99,2023-05-21,Mumbai
ORD-0527,Manish Rao,BISCUITS,Food,10.0,77.96,2023-01-28,DELHI
ORD-0831,Anjali Chopra,Cookbook,Books,10.0,366.95,2023-03-20,KOLKATA
ORD-0906,Ravi Patel,Self Help Book,Books,4.0,447.12,2023-09-21,jaipur
ORD-0240,Pooja Kapoor,Biscuits,Food,7.0,72.25,2023-06-01,mumbai
ORD-0324,Aarav Joshi,mouse,Electronics,9.0,747.18,2023-02-18,Hyd
ORD-0212,Anjali Sharma,NOVEL,Books,3.0,317.27,2023-07-29,KOLKATA
ORD-0847,Kiran Verma,SUNGLASSES,Clothing,2.0,700.48,2023-03-10,Calcutta
ORD-0549,Arjun Nair,Rug ,Home Decor,8.0,3018.28,2023-04-25,MUMBAI
ORD-0498,Ravi Mishra,WALL ART,Home Decor,10.0,1309.98,2023-03-09,Pink City
ORD-0228,Ravi Patel,Laptop,Electronics,1.0,53236.11,2023-10-21,surat 
ORD-0892,Anjali Singh,Clock,Home Decor,3.0,1106.71,2023-03-10,Surat
ORD-0815,,Art Book,Books,1.0,611.03,2023-12-02,JAIPUR
ORD-0829,Arjun Agarwal,rug,Home Decor,10.0,3213.75,2023-12-22,surat 
ORD-0178,Ananya Mehta,Sneakers,Clothing,8.0,2898.06,2023-03-20,KOLKATA
ORD-0975,Rajesh Kumar,T-Shirt,Clothing,7.0,429.68,2023-04-19,
ORD-0434,Anjali Nair,Biscuits,Food,8.0,3.5215000000000005,2023-08-01,bengaluru
ORD-0944,Kavya Kapoor,honey,Food,5.0,329.68,2023-10-06,hyd
ORD-0517,Rajesh Rao,Keyboard,Electronics,9.0,1444.41,2023-12-12,Suart
ORD-0351,Neha Pillai,Kurta ,Clothing,1.0,800.75,2023-01-26,Kolkata
ORD-0519,Sneha Pillai,Art Book,Books,8.0,630.4,2023-05-27,Ahmedabad
ORD-0008,Vikram Joshi,Cookies ,Food,6.0,110.99,2023-06-25,surat 
ORD-0156,Vikram Rao,Sunglasses,Clothing,8.0,738.09,2023-11-24,amdavad
ORD-0945,Suresh Nair,Chips,Food,4.0,45.6,2023-10-19,MUMBAI
ORD-0482,Aarav Agarwal,Sneakers,Clothing,4.0,3176.17,2023-09-20,pink city
ORD-0330,Arjun Nair,JUICE,Food,8.0,55.46,2023-12-06,new delhi
ORD-0543,Neha Kumar,Dress,Clothing,,1377.89,2023-07-03,SURAT
ORD-0440,Priya Gupta,Photo Frame,Home Decor,4.0,349.76,2023-08-19,calcutta
ORD-0810,Kiran Kumar,Juice,Food,9.0,53.04,2023-09-07,bangalore
ORD-0901,Vikram Patel,ML Handbook,Books,8.0,638.66,2023-12-06,Pun
ORD-0371,Shreya Chopra,ML Handbook,Books,10.0,616.16,2023-01-10,JAIPUR
ORD-0605,Amit Kapoor,Smartphone,Electronics,9.0,22154.77,2023-12-30,Channai
ORD-0974,Pooja Mishra,Dress,Clothing,5.0,1371.72,2023-05-24,BANGALORE
ORD-0594,Anjali Iyer,Smartphone,Electronics,9.0,23842.5,2023-08-08,MUMBAI
ORD-0877,Amit Reddy,ML Handbook ,Books,7.0,745.35,2023-10-30,Suart
ORD-0555,Pooja Nair,Cushion,Home Decor,1.0,556.5,2023-12-23,bangalore
ORD-0754,Kiran Singh,CHOCOLATE,Food,3.0,142.57,2023-10-01,Mumbai 
ORD-0874,Ananya Chopra,Camera,Electronics,2.0,34041.71,2023-10-25,BANGALORE
ORD-0533,Sneha Singh,Smart Watch,Electronics,7.0,9191.93,2023-05-27,JAIPUR
ORD-0867,Pooja Singh,LAPTOP,Electronics,8.0,49311.46,2023-11-17,
ORD-0229,Pooja Sharma,Cookbook,Books,10.0,447.05,2023-12-09,Pune
ORD-0391,Ananya Reddy,Plant Pot,Home Decor,2.0,401.5,2023-07-06,HYDERABAD
ORD-0760,Vikram Gupta,Laptop,Electronics,2.0,59761.85,2023-11-21,MumbAI
ORD-0213,Vikram Kapoor,SCIENCE TEXTBOOK,Books,6.0,679.63,2023-06-01,pink city
ORD-0080,Sneha Shah,plant pot,Home Decor,1.0,309.67,2023-01-03,mumbai
ORD-0149,Sneha Malhotra,Self Help Book,Books,3.0,346.18,2023-03-28,chennai
ORD-0303,Pooja Iyer,science textbook,Books,5.0,657.92,2023-07-30,Suart
ORD-0449,Priya Mishra,DATA SCIENCE GUIDE,Books,6.0,770.3,2023-01-25,jaipur
ORD-0362,Shreya Rao,Speaker,Electronics,8.0,2607.47,2023-10-21,Calcutta
ORD-0532,Rahul Mishra,MONITOR,Electronics,1.0,17248.73,2023-03-24,madras
ORD-0530,Rahul Joshi,Clock,Home Decor,131.0,1109.42,2023-04-13,Channai
ORD-0044,Suresh Kapoor,novel,Books,3.0,336.84,2023-03-02,pune
ORD-0674,Rahul Kumar,cushion,Home Decor,8.0,503.68,2023-09-07,HYDERABAD
ORD-0134,Arjun Reddy,Protein Bar,,2.0,114.15,2023-03-10,Channai
ORD-0576,Suresh Mishra,Protein Bar,Food,3.0,136.18,2023-11-28,Madras
ORD-0312,Amit Bose,Jeans,,2.0,1048.24,2023-12-14,delhi
ORD-0635,Aarav Shah,Lamp,Home Decor,5.0,,2023-06-28,madras
ORD-0568,Kavya Joshi,Science Textbook,Books,9.0,637.81,2023-05-09,Hyd
ORD-0821,Priya Rao,Clock ,Home Decor,2.0,1090.86,2023-04-10,SURAT
ORD-0001,Sneha Sharma,Curtains,Home Decor,8.0,1924.72,2023-07-27,surat
ORD-0478,Vikram Nair,Shoes,Clothing,8.0,2540.39,2023-03-12,Surat
ORD-0317,Suresh Kapoor,Clock,Home Decor,9.0,972.69,2023-12-09,Ahmadabad
ORD-0738,Rahul Rao,Tablet,Electronics,3.0,19709.64,2023-07-03,MUMBAI
ORD-0573,Priya Malhotra,Business Strategy,Books,6.0,484.48,2023-11-21,Bangalore
ORD-0381,Divya Rao,Cookies,,3.0,88.54,2023-11-13,Pink City
ORD-0833,Shreya Mehta,Juice,Food,2.0,53.54,2023-10-18,Jaipur
ORD-0973,Shreya Pillai,lamp,Home Decor,8.0,1283.73,2023-11-26,AHMEDABAD
ORD-0962,Neha Shah,Novel,Books,9.0,309.28,2023-09-07,Surat
ORD-0173,Deepa Singh,Curtains,Home Decor,10.0,2007.26,2023-03-05,Pink City
ORD-0126,Divya Sharma,T-SHIRT,Clothing,1.0,489.07,2023-05-29,Amdavad
ORD-0667,Suresh Bose,Novel,Books,6.0,277.14,2023-05-25,Bengaluru
ORD-0469,Suresh Nair,Tea,Food,10.0,183.42,2023-11-08,Bengaluru
ORD-0835,Arjun Bose,Science Textbook,Books,8.0,649.68,2023-06-11,Bangalore
ORD-0940,Arjun Shah,Sunglasses,Clothing,4.0,818.36,2023-11-21,Surat
ORD-0091,Divya Mehta,Shoes,Clothing,1.0,2214.7,2023-08-11,JAIPUR
ORD-0979,Kavya Verma,Juice,Food,,59.93,2023-07-05,surat
ORD-0182,Priya Kumar,DRESS,Clothing,3.0,1326.06,2023-11-19,Hyd
ORD-0364,Vikram Shah,spices,Food,4.0,152.05,2023-02-15,PUNE
ORD-0275,Pooja Chopra,Kurta,,1.0,802.72,2023-12-20,BANGALORE
ORD-0965,Amit Joshi,Sneakers,Clothing,9.0,2809.82,2023-01-04,
ORD-0070,Aarav Nair,Rug,Home Decor,5.0,3438.2,2023-06-11,hyd
ORD-0292,Pooja Patel,Vase,Home Decor,4.0,688.96,2023-04-03,New Delhi
ORD-0132,Manish Sharma,Science Textbook,Books,10.0,595.81,2023-08-11,DELHI
ORD-0301,Anjali Iyer,Rug,Home Decor,6.0,2596.51,2023-09-07,amdavad
ORD-0606,Arjun Shah,Juice,Food,3.0,59.29,2023-03-21,MUMBAI
ORD-0327,Anjali Verma,Wall Art,Home Decor,4.0,1524.46,2023-05-08,ahmedabad
ORD-0145,Kiran Kumar,Protein Bar,Food,5.0,112.25,2023-04-19,kolkata
ORD-0899,Rahul Bose,Self Help Book,Books,4.0,341.56,2023-09-15,DELHI
ORD-0570,Ravi Verma,,Electronics,9.0,23861.92,2023-11-14,hyderabad
ORD-0669,Sneha Rao,Chocolate,Food,6.0,135.9,2023-09-22,mumbai
ORD-0136,Shreya Verma,Vase,Home Decor,1.0,757.57,2023-09-08,
ORD-0452,Rahul Joshi,PHOTO FRAME,Home Decor,9.0,407.01,2023-10-27,CHENNAI
ORD-0165,Kiran Nair,Self Help Book,Books,2.0,350.83,2023-12-01,surat
ORD-0029,Priya Joshi,Sneakers,Clothing,3.0,3083.17,2023-12-15,Bengaluru
ORD-0588,Manish Sharma,Tea,Food,5.0,,2023-04-06,pune
ORD-0194,Pooja Verma,Clock,Home Decor,9.0,1039.93,2023-03-12,Pink City
ORD-0430,Shreya Reddy,Business Strategy,Books,10.0,442.56,2023-08-23,Pune
ORD-0666,Anjali Mishra,Tablet,Electronics,6.0,16125.44,2023-10-04,pink city
ORD-0987,Anjali Shah,Juice,Food,7.0,63.39,2023-09-04,mumbai
ORD-0170,Divya Reddy,Smartphone,Electronics,2.0,25681.7,2023-08-02,Pun
ORD-0526,Suresh Chopra,Coffee,Food,2.0,396.24,2023-03-16,Kolkatta
ORD-0141,Priya Patel,Saree,Clothing,8.0,3416.2,2023-01-10,Pun
ORD-0174,Amit Nair,Smart Watch,Electronics,,7343.59,2023-10-08,Kolkatta
ORD-0007,Aarav Kumar,Shoes,Clothing,5.0,2168.56,2023-04-08,Pink City
ORD-0765,,Curtains,Home Decor,3.0,1720.12,2023-07-11,KOLKATA
ORD-0520,Arjun Sharma,Clock,Home Decor,2.0,895.13,2023-08-05,chennai
ORD-0679,Divya Rao,cookbook,Books,8.0,456.34,2023-06-14,Hyderabad
ORD-0074,Ananya Mehta,Python Basics,Books,10.0,656.78,2023-06-20,Dlehi
ORD-0714,Pooja Iyer,Coffee,Food,2.0,389.42,2023-02-06,Pink City
ORD-0676,Kavya Verma,Keyboard,Electronics,9.0,1717.07,2023-06-01,Bangalore
ORD-0239,Amit Mehta,HANDBAG,Clothing,4.0,2087.28,2023-08-22,bangalore
ORD-0146,Neha Kumar,Art Book,Books,2.0,473.59,2023-01-12,SURAT
ORD-0824,Amit Gupta,Kurta,Clothing,3.0,775.56,2023-08-19,Mumabi
ORD-0235,Deepa Pillai,t-shirt,Clothing,2.0,454.29,2023-02-21,PUNE
ORD-0221,Ravi Patel,Smart Watch,Electronics,4.0,8378.27,2023-06-19,Kolkatta
ORD-0215,Rahul Nair,Mouse,Electronics,7.0,850.92,2023-01-21,Mumabi
ORD-0689,Divya Shah,t-shirt,Clothing,10.0,540.42,2023-04-18,madras
ORD-0133,Manish Nair,Saree,Clothing,,2657.88,2023-12-18,New Delhi
ORD-0126,Divya Sharma,T-SHIRT,Clothing,1.0,489.07,2023-05-29,Amdavad
ORD-0458,Ravi Gupta,Kurta,Clothing,9.0,792.48,2023-03-30,Mumabi
ORD-0685,Rajesh Pillai,Laptop,Electronics,8.0,62084.7,2023-10-01,Amdavad
ORD-0423,Vikram Mehta,KURTA,,2.0,701.89,2023-05-11,madras
ORD-0186,Ravi Gupta,,Electronics,9.0,15719.93,2023-12-05,Madras
ORD-0042,Suresh Patel,ML Handbook,Books,3.0,698.99,2023-05-31,SURT
ORD-0639,Priya Verma,honey,Food,10.0,279.23,2023-06-19,mumbai
ORD-0109,Shreya Joshi,Honey,Food,6.0,275.59,2023-01-03,Jaipur
ORD-0617,Kavya Patel,,Electronics,5.0,15629.82,2023-10-21,Hyd
ORD-0057,Shreya Kumar,Chocolate ,Food,1.0,131.48,2023-07-15,Kolkata
ORD-0450,Suresh Agarwal,Smartphone,Electronics,8.0,21876.26,2023-10-11,Hyderabad
ORD-0774,Arjun Bose,python basics,Books,9.0,581.51,2023-11-02,
ORD-0590,Sneha Bose,Camera ,Electronics,10.0,31344.98,2023-09-21,Kolkata
ORD-0896,Suresh Gupta,Keyboard,Electronics,7.0,1367.24,2023-02-16,calcutta
ORD-0436,Pooja Singh,History Book,Books,1.0,477.13,2023-11-21,KOLKATA
ORD-0025,,Mirror,Home Decor,7.0,1776.28,2023-03-07,mumbai
ORD-0811,Pooja Pillai,Lamp,Home Decor,,1374.54,2023-06-19,Hyderabad
ORD-0495,Manish Mehta,cookbook,Books,9.0,395.64,2023-12-18,MumbAI
ORD-0827,Priya Mishra,sunglasses,Clothing,5.0,763.12,2023-12-04,New Delhi
ORD-0982,Pooja Pillai,HEADPHONES,Electronics,7.0,3243.82,2023-12-05,Ahmadabad
ORD-0929,Ravi Patel,Sunglasses ,Clothing,8.0,832.03,2023-07-04,JAIPUR
ORD-0966,Shreya Sharma,Shoes,Clothing,9.0,47.835,2023-09-14,HYDERABAD
ORD-0339,Rajesh Joshi,Clock,Home Decor,10.0,992.25,2023-11-26,hyderabad
ORD-0052,Divya Nair,Spices,Food,1.0,162.38,2023-08-30,Jaipur
ORD-0384,Ravi Joshi,Tablet,Electronics,8.0,20038.35,2023-09-18,surat
ORD-0540,Anjali Pillai,Self Help Book,Books,7.0,355.5,2023-04-15,hyderabad
ORD-0992,Deepa Agarwal,Vase,Home Decor,7.0,846.73,2023-10-30,Pun
ORD-0661,Arjun Pillai,keyboard,Electronics,6.0,1435.24,2023-06-14,Dlehi
ORD-0964,Sneha Mehta,CUSHION,Home Decor,8.0,483.39,2023-11-06,delhi
ORD-0265,Sneha Mishra,Kurta,Clothing,6.0,890.57,2023-02-17,surat 
ORD-0955,Amit Kumar,Keyboard ,Electronics,9.0,1463.45,2023-05-09,Hydrabad
ORD-0742,Sneha Kapoor,mouse,Electronics,6.0,752.33,2023-12-18,HYDERABAD
ORD-0713,Ravi Bose,Handbag,Clothing,9.0,1982.95,2023-10-13,HYDERABAD
ORD-0445,Manish Nair,,Clothing,5.0,875.07,2023-03-10,Amdavad
ORD-0396,Divya Verma,Sunglasses,Clothing,9.0,903.38,2023-10-14,bangalore
ORD-0542,Neha Gupta,Data Science Guide,Books,10.0,825.48,2023-01-17,Channai
ORD-0496,Ananya Pillai,camera,Electronics,5.0,33460.2,2023-06-26,PUNE
ORD-0019,Rahul Kapoor,biscuits,Food,1.0,78.37,2023-12-03,Banglore
ORD-0747,Sneha Joshi,Saree,Clothing,2.0,2895.5,2023-08-13,KOLKATA
ORD-0523,Shreya Nair,ML Handbook,Books,4.0,798.68,2023-02-24,mumbai
ORD-0595,Aarav Agarwal,Headphones,Electronics,1.0,3357.11,2023-05-23,Poona
ORD-0480,Deepa Bose,History Book,Books,9.0,453.12,2023-11-05,hyd
ORD-0368,Aarav Pillai,Science Textbook,Books,6.0,729.04,2023-03-02,hyd
ORD-0084,Rahul Iyer,mirror,Home Decor,4.0,1564.32,2023-03-28,Suart
ORD-0062,Manish Agarwal,Kurta,Clothing,,745.12,2023-03-19,calcutta
ORD-0484,Deepa Chopra,Python Basics,Books,5.0,622.96,2023-12-26,Jaipur 
ORD-0273,Suresh Bose,Photo Frame,Home Decor,2.0,444.05,2023-05-20,HYDERABAD
ORD-0286,Amit Verma,Honey,Food,7.0,258.23,2023-08-02,kolkata
ORD-0361,Suresh Sharma,Coffee,Food,8.0,386.58,2023-08-16,Jaipur 
ORD-0355,Rajesh Nair,Chocolate,Food,9.0,130.68,2023-11-26,Mumbai
ORD-0612,Priya Shah,Sneakers,Clothing,5.0,3269.47,2023-11-17,Poona
ORD-0279,Ravi Pillai,Sunglasses ,Clothing,8.0,848.47,2023-03-27,amdavad
ORD-0013,Arjun Malhotra,Spices,Food,9.0,164.96,2023-09-01,ahmedabad
ORD-0183,Pooja Nair,cushion,Home Decor,8.0,563.7,2023-01-05,SURAT
ORD-0369,Vikram Kumar,Kurta,Clothing,10.0,726.99,2023-09-12,ahmedabad
ORD-0528,Shreya Chopra,Curtains,Home Decor,7.0,1864.04,2023-12-10,Amdavad
ORD-0644,Rajesh Singh,T-Shirt,Clothing,4.0,474.12,2023-11-13,hyd
ORD-0224,Suresh Mishra,,Books,2.0,480.16,2023-01-07,poona
ORD-0600,Sneha Verma,camera,Electronics,10.0,,2023-10-27,MumbAI
ORD-0766,Ananya Rao,Laptop,Electronics,2.0,56153.18,2023-01-06,delhi
ORD-0707,,Sneakers,,5.0,2840.12,2023-01-20,HYDERABAD
ORD-0571,Sneha Patel,Novel ,Books,4.0,301.26,2023-08-15,BANGALORE
ORD-0487,Anjali Singh,Cushion,Home Decor,1.0,431.82,2023-12-31,Poona
ORD-0466,Deepa Kapoor,novel,Books,8.0,288.74,2023-09-16,Channai
ORD-0933,Amit Agarwal,ART BOOK,Books,5.0,629.93,2023-01-24,Suart
ORD-0637,Suresh Sharma,Shoes,Clothing,,2524.46,2023-04-20,MumbAI
ORD-0177,Ravi Reddy,sneakers,Clothing,2.0,3171.84,2023-12-26,Surat
ORD-0696,Aarav Gupta,Lamp,Home Decor,7.0,1239.82,2023-04-16,surat 
ORD-0656,Amit Nair,COOKBOOK,Books,4.0,355.31,2023-11-11,Madras
ORD-0614,Arjun Joshi,Shoes,Clothing,9.0,2186.32,2023-12-05,bangalore
ORD-0457,Kiran Bose,photo frame,Home Decor,1.0,341.36,2023-10-24,Bangalore
ORD-0545,Ananya Joshi,Mirror,Home Decor,2.0,1863.79,2023-02-22,
ORD-0394,Kavya Gupta,History Book,Books,5.0,487.32,2023-08-21,new delhi
ORD-0164,Divya Mehta,Business Strategy,Books,10.0,505.37,2023-02-25,pune
ORD-0249,Arjun Mehta,shoes,Clothing,4.0,2847.71,2023-12-13,Jaipur
ORD-0663,Sneha Singh,,Electronics,8.0,8253.86,2023-02-28,Kolkata
ORD-0921,Sneha Kumar,,Home Decor,2.0,388.69,2023-02-02,amdavad
ORD-0998,Suresh Malhotra,Sunglasses,Clothing,1.0,712.84,2023-01-23,calcutta
ORD-0376,Manish Joshi,Chocolate,Food,6.0,141.85,2023-10-13,jaipur
ORD-0413,Sneha Chopra,MIRROR,Home Decor,2.0,2043.33,2023-09-25,PUNE
ORD-0075,Amit Shah,Juice ,Food,9.0,63.72,2023-11-20,Madras
ORD-0917,Pooja Kumar,SNEAKERS,Clothing,5.0,,2023-01-21,delhi
ORD-0114,Pooja Bose,Saree ,Clothing,9.0,3277.31,2023-06-26,hyderabad
ORD-0501,Deepa Reddy,Kurta,Clothing,3.0,847.56,2023-04-02,Madras
ORD-0586,Manish Chopra,Jacket,Clothing,7.0,1844.09,2023-12-16,Hydrabad
ORD-0115,Priya Singh,SMART WATCH,Electronics,10.0,,2023-06-09,surat
ORD-0418,Arjun Reddy,Vase,Home Decor,10.0,758.88,2023-03-26,delhi
ORD-0090,Pooja Mehta,Shoes,Clothing,9.0,2479.16,2023-11-11,SURT
ORD-0959,Rahul Chopra,,Food,5.0,89.99,2023-07-27,bengaluru
ORD-0902,Vikram Patel,Chips,Food,1.0,42.9,2023-05-03,Suart
ORD-0634,Aarav Verma,Cushion,Home Decor,4.0,504.82,2023-02-17,Ahmedabad
ORD-0678,Rajesh Chopra,Coffee,Food,8.0,387.74,2023-04-09,MumbAI
ORD-0012,Pooja Joshi,BUSINESS STRATEGY,,2.0,570.49,2023-11-23,Suart
ORD-0397,Ravi Patel,Wall Art,Home Decor,3.0,1661.29,2023-11-14,mumbai
ORD-0558,Shreya Singh,Jacket,Clothing,5.0,1717.27,2023-12-07,Mumbai
ORD-0043,Anjali Patel,JUICE,Food,2.0,51.62,2023-08-26,Surat
ORD-0168,Kavya Reddy,smart watch,Electronics,5.0,7247.64,2023-12-20,Jaipur
ORD-0417,Manish Bose,Juice,Food,4.0,56.28,2023-01-24,DELHI
ORD-0788,Rahul Pillai,Handbag,Clothing,4.0,1940.51,2023-04-05,Ahmadabad
ORD-0427,Rahul Gupta,Sunglasses,Clothing,10.0,785.97,2023-03-03,Dlehi
ORD-0918,Pooja Agarwal,Tea,Food,6.0,226.91,2023-04-23,Poona
ORD-0174,Amit Nair,Smart Watch,Electronics,,7343.59,2023-10-08,Kolkatta
ORD-0715,Ananya Bose,Coffee,Food,3.0,381.86,2023-10-22,jaipur
ORD-0732,Manish Chopra,Juice,Food,7.0,65.66,2023-11-13,hyderabad
ORD-0258,Anjali Iyer,Saree,Clothing,6.0,3176.43,2023-11-28,Mumbai
ORD-0336,Deepa Malhotra,Laptop,Electronics,9.0,47422.03,2023-11-10,pink city
ORD-0016,Suresh Nair,ML Handbook,Books,10.0,633.51,2023-09-17,surat
ORD-0658,Divya Rao,Business Strategy,Books,4.0,479.46,2023-05-05,Kolkatta
ORD-0325,Vikram Sharma,ML Handbook,Books,6.0,795.52,2023-08-10,Mumbai
ORD-0790,Anjali Bose,Speaker,Electronics,8.0,2835.46,2023-11-12,kolkata
ORD-0223,Pooja Shah,ART BOOK,Books,4.0,482.96,2023-01-02,Ahmedabad
ORD-0180,Ravi Pillai,Art Book,Books,6.0,490.19,2023-12-22,bengaluru
ORD-0100,Anjali Sharma,Honey,Food,,264.71,2023-10-01,madras
ORD-0522,Amit Kumar,science textbook,Books,6.0,626.77,2023-09-25,Delhi
ORD-0023,Arjun Chopra,Laptop,Electronics,6.0,51570.39,2023-02-19,Poona
ORD-0357,Rahul Nair,Mirror,Home Decor,9.0,1544.32,2023-07-26,Banglore
ORD-0697,Ravi Reddy,dress,Clothing,2.0,1404.88,2023-10-03,HYDERABAD
ORD-0897,Arjun Iyer,Smart Watch ,Electronics,1.0,7503.55,2023-07-23,
ORD-0341,Ananya Singh,Jeans,Clothing,7.0,1196.98,2023-09-16,Chennai
ORD-0432,Deepa Reddy,,Electronics,3.0,2696.13,2023-06-23,Pink City
ORD-0577,Neha Mehta,Honey,Food,6.0,268.24,2023-07-08,madras
ORD-0868,Deepa Joshi,Coffee ,Food,5.0,,2023-02-09,Dlehi
ORD-0204,Neha Rao,Sunglasses ,Clothing,7.0,895.65,2023-04-12,pink city
ORD-0737,Aarav Bose,Sunglasses,Clothing,4.0,774.19,2023-02-07,Poona
ORD-0094,Kiran Bose,Handbag,Clothing,4.0,2036.77,2023-07-26,Amdavad
ORD-0584,Arjun Kumar,Science Textbook,Books,8.0,616.61,2023-08-18,Jaipur 
ORD-0069,Neha Bose,curtains,Home Decor,1.0,1744.73,2023-03-15,AHMEDABAD
ORD-0651,Pooja Singh,saree,Clothing,8.0,2628.23,2023-12-09,jaipur
ORD-0285,Divya Kumar,Protein Bar,Food,4.0,122.82,2023-02-23,MumbAI
ORD-0837,Kiran Pillai,Plant Pot,Home Decor,6.0,393.56,2023-03-28,AHMEDABAD
ORD-0435,Rajesh Mehta,Chocolate,Food,5.0,131.28,2023-01-24,Suart
ORD-0154,Rajesh Pillai,protein bar,Food,153.0,119.62,2023-01-20,Bangalore
ORD-0076,Neha Chopra,speaker,Electronics,7.0,2671.76,2023-04-01,Bangalore
ORD-0762,Rahul Gupta,Dress,Clothing,2.0,1415.27,2023-06-02,calcutta
ORD-0447,Shreya Bose,Monitor,Electronics,6.0,17187.0,2023-01-03,MUMBAI
ORD-0189,Aarav Singh,Sunglasses,Clothing,4.0,807.12,2023-09-24,ahmedabad
ORD-0272,Divya Agarwal,HEADPHONES,Electronics,,3279.1,2023-08-22,
ORD-0237,Suresh Kapoor,Handbag,Clothing,4.0,1868.46,2023-11-26,surat 
ORD-0488,Arjun Singh,Wall Art,Home Decor,1.0,1401.43,2023-10-11,surat 
ORD-0560,Rajesh Shah,Biscuits,Food,10.0,82.89,2023-07-15,HYDERABAD
ORD-0118,Anjali Mehta,Business Strategy,Books,10.0,452.99,2023-07-16,hyderabad
ORD-0852,Manish Pillai,Jeans,Clothing,,1289.99,2023-08-17,New Delhi
ORD-0513,Shreya Kapoor,Chocolate,Food,8.0,169.47,2023-10-20,CHENNAI
ORD-0579,Kavya Pillai,Clock,Home Decor,2.0,997.63,2023-10-07,hyd
ORD-0828,Kavya Joshi,Jeans,Clothing,4.0,1144.9,2023-06-06,pune
ORD-0127,Rahul Joshi,speaker,Electronics,9.0,2738.51,2023-08-22,Suart
ORD-0117,Suresh Singh,Self Help Book,Books,1.0,436.44,2023-02-22,Surat
ORD-0474,Priya Mehta,Wall Art,Home Decor,9.0,1676.01,2023-06-25,Delhi
ORD-0724,Ananya Patel,Cookies,Food,1.0,107.23,2023-06-11,hyd
ORD-0058,Priya Singh,sunglasses,Clothing,10.0,727.04,2023-09-29,Bengaluru
ORD-0705,,Spices,Food,1.0,130.35,2023-08-24,SURAT
ORD-0949,Manish Chopra,tablet,Electronics,4.0,20019.01,2023-07-13,SURT
ORD-0370,Anjali Mishra,Mirror,Home Decor,6.0,1567.46,2023-12-01,surat
ORD-0269,Anjali Singh,Smart Watch,Electronics,3.0,,2023-02-28,JAIPUR
ORD-0047,Suresh Mehta,Vase,Home Decor,10.0,,2023-11-21,hyd
ORD-0350,Amit Mishra,Lamp,Home Decor,7.0,1245.31,2023-05-23,surat
ORD-0196,Kavya Patel,Python Basics,Books,7.0,572.86,2023-02-23,Banglore
ORD-0103,Priya Rao,Dress,Clothing,9.0,1416.46,2023-01-08,Channai
ORD-0869,Deepa Singh,Protein Bar,Food,2.0,133.02,2023-02-08,Suart
ORD-0722,Deepa Patel,Headphones,Electronics,7.0,2713.11,2023-07-27,Hyd
ORD-0768,Arjun Kumar,ml handbook,Books,4.0,779.12,2023-10-12,Calcutta
ORD-0264,Amit Sharma,SAREE,Clothing,4.0,3016.5,2023-05-18,jaipur
ORD-0444,Arjun Reddy,Smartphone,Electronics,7.0,24029.82,2023-09-16,HYDERABAD
ORD-0706,Suresh Gupta,spices,Food,6.0,172.05,2023-06-19,Mumbai
ORD-0305,Suresh Kapoor,Jacket,Clothing,2.0,2135.65,2023-01-24,mumbai
ORD-0342,Rajesh Patel,HISTORY BOOK,Books,2.0,446.42,2023-08-29,Channai
ORD-0627,Rajesh Mehta,Handbag,Clothing,4.0,1977.52,2023-02-04,Pun
ORD-0899,Rahul Bose,Self Help Book,Books,4.0,341.56,2023-09-15,DELHI
ORD-0150,Anjali Malhotra,JEANS,Clothing,9.0,1120.31,2023-03-05,CHENNAI
ORD-0125,Sneha Patel,Vase,Home Decor,7.0,734.7,2023-06-02,SURAT
ORD-0818,Rahul Reddy,Laptop,Electronics,7.0,53333.54,2023-05-26,hyd
ORD-0856,Aarav Rao,camera,Electronics,4.0,31752.22,2023-10-10,Pink City
ORD-0051,Anjali Chopra,Art Book,Books,8.0,627.48,2023-02-06,MumbAI
ORD-0354,Arjun Mishra,Data Science Guide,Books,6.0,719.1,2023-10-09,SURAT
ORD-0967,Kavya Chopra,art book,Books,1.0,586.14,2023-03-13,bengaluru
ORD-0143,Kiran Pillai,SPICES,Food,9.0,149.88,2023-04-25,jaipur
ORD-0471,Manish Pillai,laptop,Electronics,6.0,2347.5275,2023-05-08,SURT
ORD-0400,Shreya Singh,Protein Bar,Food,3.0,129.16,2023-12-03,MumbAI
ORD-0654,Suresh Agarwal,Jacket,Clothing,10.0,2147.26,2023-05-04,mumbai
ORD-0321,Divya Patel,Laptop,Electronics,8.0,55812.24,2023-12-19,Pune
ORD-0020,Sneha Shah,data science guide,Books,7.0,749.89,2023-10-13,Calcutta
